annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2024-2025,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,4269,799,237,6.7514669712,3540,2.7401271186,3002,289,125,4.5736111111,2276,3.5182020113,1267,152,6,11.911627423,1264,1.3390998594,510,112
2024-2025,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,4051,663,122,6.4068685373,3568,2.6312608215,3243,338,64,4.7831332443,2762,3.04048415,808,116,1,12.923915017,806,1.2289347257,325,58
2024-2025,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,7392,1384,530,9.0080797559,6500,1.8254573932,5155,551,258,3.9522167798,4264,2.3545780566,2237,642,253,20.658939676,2236,0.8164365931,833,272
2024-2025,1,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,8456,1583,547,10.31710958,6609,3.3996411879,5225,469,112,5.9614050505,3384,4.4311252298,3231,773,62,17.360921455,3225,2.317302584,1114,435
2024-2025,1,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,6691,1182,516,9.2384414387,5414,2.3119547572,4277,321,359,4.9666603019,3010,3.1019562569,2414,625,105,16.806961705,2404,1.3228097846,861,157
2024-2025,1,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,7233,1365,423,10.567317772,5027,4.330214232,4808,442,141,5.7878535196,2611,5.0282437551,2425,816,79,20.043467927,2416,3.5758454056,923,282
2024-2025,1,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,1892,244,66,7.7998527425,1498,3.4068075953,1541,124,45,5.5671400245,1147,3.9269250702,351,83,13,17.602161285,351,1.7071644508,120,21
2024-2025,1,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,1208,153,62,6.3251924669,1039,2.6919382954,915,74,27,3.9868387978,750,2.7675018519,293,47,7,13.627559727,289,2.4958391003,79,35
2024-2025,1,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,2847,562,179,10.532769094,2299,3.4870203228,1870,213,53,5.8283847296,1332,4.330094678,977,284,55,19.537066701,967,2.325722452,349,126
2024-2025,1,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,1706,250,87,9.0977868959,1385,3.0721486161,1289,132,44,5.7519963796,973,3.2918870618,417,109,31,19.440050626,412,2.5532032093,118,43
2024-2025,1,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,4910,1034,305,12.890244286,3620,3.5104576427,2874,287,81,6.7265102838,1596,5.223656015,2036,704,210,21.590917922,2024,2.1595363966,747,224
2024-2025,1,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,5623,1047,563,15.384749788,4275,4.0907967511,3193,293,159,6.5881623865,1854,5.4914630529,2430,886,412,26.943393233,2421,3.0181675387,754,404
2024-2025,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,7239,1364,650,10.631850163,3918,5.3413918666,5052,538,271,5.8663637613,1733,6.1593245496,2187,880,99,21.640189123,2185,4.6926608187,826,379
2024-2025,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,5565,997,375,11.958506539,3987,4.7005000279,3714,334,120,7.060103961,2160,6.1099188529,1851,600,256,21.787067951,1827,3.0341920574,663,255
2024-2025,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,4374,895,268,9.5103995199,3300,4.6297121212,2311,296,90,6.0900830569,1266,6.1973736177,2063,334,33,13.341883449,2034,3.6539700098,599,178
2024-2025,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,5292,1186,312,12.676226694,3875,4.9999781362,2482,337,92,6.5314945385,1098,6.6455752884,2810,694,246,18.103708976,2777,4.3493243108,849,220
2024-2025,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,3544,562,166,7.2223448865,3000,2.4777953704,2470,224,46,4.0045895187,1934,2.7689101459,1074,219,21,14.622583023,1066,1.9496377945,338,120
2024-2025,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,3506,793,262,17.178807758,2836,1.6346262341,1998,194,56,7.8578161495,1328,2.9520582329,1508,678,323,29.528503537,1508,0.4744473917,599,206
2024-2025,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,1984,190,37,5.9115437388,1716,3.1162296037,1692,110,32,4.1345818558,1424,2.8896262484,292,73,12,16.208185883,292,4.2213089802,80,5
2024-2025,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,4009,794,321,13.380553823,3059,2.6723563438,2206,164,175,5.0775329908,1336,3.773313997,1803,532,297,23.539435663,1723,1.8186828529,630,146
2025-2026,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,1963,408,91,5.1588136073,1612,2.3776519851,1407,173,51,3.4419631999,1060,2.7756048218,556,19,0,9.5034332534,552,1.61346719,235,40
2025-2026,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,1128,185,30,3.5750386623,1026,1.8385759151,956,127,24,2.8367936425,855,1.9502280702,172,0,0,7.6783074935,171,1.2803151397,58,6
2025-2026,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,989,121,39,1.9479746658,928,1.1117585608,935,104,35,1.6694726679,875,1.117171746,54,1,0,6.7701851852,53,1.0223899371,17,4
2025-2026,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,1275,214,38,4.570745098,1160,1.4366918103,917,102,23,3.3054940628,807,1.6547384001,358,15,3,7.8116255431,353,0.9382113629,112,15
2025-2026,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,1572,325,55,5.697414829,1416,2.6145270323,1151,158,38,4.2035481224,1005,2.9255533444,421,44,3,9.7815967274,411,1.8539882401,167,17
2025-2026,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,1170,237,41,3.8815750237,1080,1.5470072016,862,107,20,2.5599352282,775,1.7718297491,308,12,0,7.5804500361,305,0.9757367942,130,21
2025-2026,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,1450,285,44,4.9407697318,1356,1.9929781219,1148,164,25,3.4978097174,1054,2.1675856525,302,23,0,10.425928992,302,1.3835862767,121,19
2025-2026,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,2853,572,159,7.2322156015,2203,3.2075109699,1985,241,82,4.8616768822,1347,3.6576012538,868,112,7,12.653320853,856,2.4992497404,331,77
2025-2026,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,3118,524,140,4.3397352291,2464,2.4267874053,2439,311,69,3.2331396064,1795,2.6001884865,679,8,0,8.3146788578,669,1.9615333832,213,71
2025-2026,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,4669,817,352,9.3301919873,3972,3.2638532925,2607,241,134,6.105314964,1932,4.3939489878,2062,324,17,13.407424965,2040,2.1935861928,576,218
2025-2026,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,1893,304,62,3.9429525445,1699,1.8040857367,1592,208,43,2.9705154243,1398,1.9276378954,301,10,0,9.0862080103,301,1.230245478,96,19
2025-2026,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE LA BAIE,51221364,1837,275,78,5.024633914,1595,2.4920402299,1385,144,49,3.8110599679,1147,2.733718638,452,5,0,8.7432177974,448,1.8732787698,131,29
2025-2026,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,2191,335,152,5.9073867843,1904,2.3380651844,1506,160,55,3.6903967463,1233,2.5704384068,685,69,5,10.781528386,671,1.9110664017,175,97
2025-2026,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,2396,489,117,7.6568554072,1896,4.0075553797,1499,161,47,5.2147716997,1025,4.4594945799,897,59,0,11.737884925,871,3.4757095931,328,70
2025-2026,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,6897,671,677,8.3610084095,5693,2.12037712,4014,126,234,4.7694589769,2824,2.9073319956,2883,340,112,13.361521563,2869,1.345765559,545,443
2025-2026,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,5927,1125,747,9.693404711,5261,1.6751137828,3249,349,201,4.0613919668,2611,2.0931225797,2678,520,114,16.526268567,2650,1.2632568134,776,546
2025-2026,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,3399,809,105,7.1195694812,2822,2.1383248681,2291,307,33,4.0990130462,1718,2.6368176821,1108,169,3,13.365142399,1104,1.3625905797,502,72
2025-2026,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,3800,969,124,10.202429094,3160,2.4225966948,2144,264,64,5.1529915527,1512,3.4972222222,1656,401,10,16.739865137,1648,1.4366538565,705,60
2025-2026,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,2110,519,91,7.6336565298,1851,1.9654443544,1101,105,32,3.9036292764,853,2.4277077634,1009,86,1,11.703785376,998,1.5703434647,414,59
2025-2026,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHAUVEAU,51225001,3942,320,54,2.9428078668,2757,1.8002912788,3723,294,49,2.8426889904,2540,1.8717979003,219,0,0,4.6448287671,217,0.9633013313,26,5
2025-2026,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BAIE-SAINT-PAUL,51244804,1077,179,37,4.9192927886,880,2.0056786616,843,116,11,3.2421190853,649,2.2592980654,234,15,0,10.961418566,231,1.2931289081,63,26
2025-2026,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,51247344,1694,257,34,2.8976095369,1426,1.4426667446,1422,151,21,2.2422263244,1157,1.6371691635,272,4,1,6.3239144199,269,0.6060894259,106,13
2025-2026,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,51247302,1709,264,30,4.583370067,1336,2.0745479874,1301,137,15,3.3562311043,937,2.364489802,408,14,4,8.4963793573,399,1.3936570593,127,15
2025-2026,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,51225357,1565,183,16,3.7375820021,1157,2.0121350715,1343,123,9,3.0216441218,941,2.1906349628,222,5,1,8.0686836837,216,1.2345036008,60,7
2025-2026,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,HÔPITAL ET CLSC DE LA MALBAIE,51228690,1295,244,34,4.2652198627,1088,1.3523794935,1067,168,18,2.83961184,860,1.5505636305,228,17,1,10.936815302,228,0.6048428363,76,16
